r2,r2_adj,cond_number,bp_p,jb_p,n_studres_gt4,diagnostic_status,column_name,family,analysis_tier
0.5362457383456141,0.5281612971571,2.7314356808900716e+38,9.44520662230338e-246,0.0,64,ok,free_water_like__tbss__anterior_corona_radiata_left,secondary_composite,secondary_composite
0.5230295377311198,0.5147147038423374,2.7314356808900716e+38,1.0,0.0,60,ok,free_water_like__tbss__anterior_corona_radiata_right,secondary_composite,secondary_composite
0.13199782363247836,0.11686629142550298,2.7314356808900716e+38,3.8746416254257824e-07,0.0,58,ok,free_water_like__wm__acoustic_radiation_left,secondary_composite,secondary_composite
0.36766415230900207,0.3566408962556553,2.7314356808900716e+38,4.403291780782462e-77,0.0,158,ok,free_water_like__tbss__anterior_limb_of_internal_capsule_right,secondary_composite,secondary_composite
0.347926878263478,0.33655955026419726,2.7314356808900716e+38,5.2784365909519756e-164,0.0,172,ok,free_water_like__tbss__anterior_limb_of_internal_capsule_left,secondary_composite,secondary_composite
0.5315062941359019,0.523339232126087,2.7314356808900716e+38,0.987129791741365,0.0,62,ok,free_water_like__wm__anterior_thalamic_radiation_right,secondary_composite,secondary_composite
0.5327886818339843,0.5246439751722131,2.7314356808900716e+38,0.24430436192281604,0.0,62,ok,free_water_like__wm__anterior_thalamic_radiation_left,secondary_composite,secondary_composite
0.4025656828510702,0.39215085111721093,2.7314356808900716e+38,4.6220913542765626e-102,0.0,58,ok,free_water_like__tbss__body_of_corpus_callosum,secondary_composite,secondary_composite
0.19287053032196055,0.17880016748399796,2.7314356808900716e+38,1.281766439070595e-32,0.0,35,ok,free_water_like__tbss__cerebral_peduncle_left,secondary_composite,secondary_composite
0.25149439991647293,0.23844600337654331,2.7314356808900716e+38,3.0338217184426024e-99,0.0,44,ok,free_water_like__tbss__cerebral_peduncle_right,secondary_composite,secondary_composite
0.28666805096740866,0.27423282251415537,2.7314356808900716e+38,0.9999957557322339,0.0,35,ok,free_water_like__wm__cingulate_gyrus_part_of_cingulum_left,secondary_composite,secondary_composite
0.2854484920328103,0.2729920035000324,2.7314356808900716e+38,0.9999999999999974,0.0,35,ok,free_water_like__wm__cingulate_gyrus_part_of_cingulum_right,secondary_composite,secondary_composite
0.2901433605151059,0.27776871573293316,2.7314356808900716e+38,4.544525141412737e-53,0.0,53,ok,free_water_like__tbss__cingulum_cingulate_gyrus_left,secondary_composite,secondary_composite
0.16451895301809605,0.14995434855635403,2.7314356808900716e+38,2.677049448966153e-27,0.0,106,ok,free_water_like__tbss__cingulum_hippocampus_left,secondary_composite,secondary_composite
0.32190075568498866,0.3100797247771886,2.7314356808900716e+38,3.633018677858999e-30,0.0,44,ok,free_water_like__tbss__cingulum_cingulate_gyrus_right,secondary_composite,secondary_composite
0.19546240426741723,0.1814372245236333,2.7314356808900716e+38,3.7856688594390958e-06,0.0,37,ok,free_water_like__wm__corticospinal_tract_left,secondary_composite,secondary_composite
0.08711864283169946,0.07120474994845072,2.7314356808900716e+38,5.954487156153751e-20,0.0,84,ok,free_water_like__tbss__corticospinal_tract_left,secondary_composite,secondary_composite
0.09997900639949509,0.0842893030526527,2.7314356808900716e+38,3.6824572022758135e-35,0.0,110,ok,free_water_like__tbss__corticospinal_tract_right,secondary_composite,secondary_composite
0.17522809450428922,0.16085017819117087,2.7314356808900716e+38,5.831821401231592e-13,0.0,83,ok,free_water_like__tbss__cingulum_hippocampus_right,secondary_composite,secondary_composite
0.22422390362904332,0.21070011151510692,2.7314356808900716e+38,4.250421271390214e-07,0.0,36,ok,free_water_like__wm__corticospinal_tract_right,secondary_composite,secondary_composite
0.3292211292408298,0.3175277114557189,2.7314356808900716e+38,3.4294514822934094e-56,0.0,160,ok,free_water_like__tbss__external_capsule_right,secondary_composite,secondary_composite
0.3400607539470675,0.32855629897198124,2.7314356808900716e+38,1.1981832761104171e-147,0.0,185,ok,free_water_like__tbss__external_capsule_left,secondary_composite,secondary_composite
0.15195862280597094,0.1371750591684232,2.7314356808900716e+38,4.391822245277994e-12,0.0,43,ok,free_water_like__wm__forceps_major,secondary_composite,secondary_composite
0.2833808486686832,0.27088831574222894,2.7314356808900716e+38,1.0,0.0,37,ok,free_water_like__wm__forceps_minor,secondary_composite,secondary_composite
